Year,Date,Average_Temperature (℃),Total_Precipitation (mm),Average_wind_speed(m/s),Is_Holiday,Match_Number,Rain_Zero_Flag,Occupancy,Weekday_Friday,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,Opponent_DeNA,Opponent_オリックス,Opponent_ヤクルト,Opponent_ロッテ,Opponent_中日,Opponent_巨人,Opponent_広島,Opponent_日本ハム,Opponent_楽天,Opponent_西武,Opponent_阪神
2017,2017-09-13,24.9,0.0,2.5,0,60,1,0.9797848905014902,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2017,2017-09-14,23.2,5.5,1.6,0,61,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,2017-09-23,23.0,0.0,1.6,1,62,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,2017-09-24,22.1,0.0,1.6,0,63,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,2017-09-25,23.4,0.0,2.0,0,64,1,0.8408448879098095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,2017-09-26,25.8,0.0,1.9,0,65,1,0.8186860178825969,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2017,2017-09-28,22.3,3.5,5.1,0,66,0,0.8592458209148632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,2017-10-06,20.2,59.0,2.3,0,67,0,0.9279512764027472,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-03-30,15.7,0.0,3.0,0,1,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-03-31,15.9,0.0,2.0,0,2,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-04-01,18.4,0.0,2.1,0,3,1,0.9946794705424344,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-04-10,18.7,0.0,3.4,0,4,1,0.8246561121204257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-04-11,20.5,0.0,2.9,0,5,1,0.8371398909940306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2018,2018-04-12,17.9,0.0,2.0,0,6,1,0.800960290682585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-04-17,14.4,1.5,2.3,0,7,0,0.8197767973008045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-04-18,15.2,0.0,2.4,0,8,1,0.843264988320789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2018,2018-04-19,16.3,0.0,2.4,0,9,1,0.8287308590708539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-04-25,14.0,0.0,5.6,0,10,1,0.9841941344406956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018,2018-04-26,14.6,0.0,2.1,0,11,1,0.9400207630417856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2018-05-04,17.0,0.0,4.4,1,12,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-05-05,19.3,0.0,2.4,1,13,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-05-06,18.2,28.0,2.7,0,14,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-05-11,19.0,0.0,2.4,0,15,1,0.9748767194393979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-05-12,21.5,0.0,2.7,0,16,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-05-13,20.5,18.0,2.1,0,17,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-05-22,23.0,0.0,2.7,0,18,1,0.9989358941084869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018,2018-05-23,20.8,4.0,3.1,0,19,0,0.952945756553335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018,2018-05-24,21.1,0.0,2.6,0,20,1,0.9620295873345445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2018-05-25,23.0,0.0,2.3,0,21,1,0.934622372177524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-05-26,22.3,4.0,2.5,0,22,0,0.9011419672982092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-05-27,22.7,0.0,2.1,0,23,1,0.9089021541655853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-06-01,21.5,0.0,3.1,0,24,1,0.960576174409551,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,2018-06-02,23.3,0.0,2.2,0,25,1,0.9266805086945238,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,2018-06-03,23.6,0.0,2.2,0,26,1,0.950947313781469,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,2018-06-12,20.4,1.0,3.8,0,27,0,0.95582662860109,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2018,2018-06-13,21.2,0.0,3.7,0,28,1,0.9545808460939528,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2018,2018-06-14,22.4,0.0,1.7,0,29,1,0.9418375291980275,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,2018-06-15,22.5,0.0,5.0,0,30,1,0.9524266805086945,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,2018-06-16,22.1,0.0,3.9,0,31,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,2018-06-17,25.3,0.0,2.3,0,32,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,2018-06-29,25.4,66.0,2.8,0,33,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-06-30,24.8,39.0,2.1,0,34,0,0.9858811315857773,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-07-01,29.3,0.0,2.7,0,35,1,0.9869452374772905,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-07-16,29.9,0.0,2.5,1,36,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2018-07-17,29.8,0.0,2.3,0,37,1,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2018,2018-07-26,31.0,0.0,2.6,0,38,1,0.9758110563197508,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-07-27,30.5,0.0,3.0,0,39,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-07-28,29.6,0.0,5.1,0,40,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-07-29,27.2,34.0,5.5,0,41,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-08-03,30.8,0.0,2.6,0,42,1,0.8706462496755775,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-08-04,30.6,0.0,2.5,0,43,1,0.8690371139371919,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-08-05,30.6,0.0,2.7,0,44,1,0.868310407474695,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-08-10,28.9,0.0,2.7,0,45,1,0.9295613807422788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-08-11,31.0,0.0,2.1,1,46,1,0.976978977420192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-08-12,31.9,3.0,2.5,0,47,0,0.9850506099143524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-08-14,32.1,0.0,2.7,0,48,1,0.9658188424604205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-08-15,29.5,3.5,2.7,0,49,0,0.9026213340254348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2018,2018-08-16,29.8,0.0,2.7,0,50,1,0.8832597975603426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,2018-08-24,30.6,0.0,4.3,0,51,1,0.9517259278484298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2018-08-25,30.0,1.5,2.5,0,52,0,0.9779652219050091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2018-08-26,30.7,0.0,2.8,0,53,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2018-08-28,29.5,0.0,2.5,0,54,1,0.9469763820399688,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-08-29,30.0,0.0,2.3,0,55,1,0.9178562159356346,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2018,2018-09-07,25.8,16.0,2.3,0,56,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-08,21.8,12.5,1.7,0,57,0,0.965377627822476,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-09,22.8,7.5,2.4,0,58,0,0.9874124059174669,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-22,24.9,3.5,3.0,0,59,0,0.9332468206592266,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-23,24.4,0.0,1.4,1,60,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-09-24,23.2,0.0,2.2,1,61,1,0.9810796781728524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,2018-09-30,20.5,40.0,5.6,0,62,0,0.857695302361796,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-10-01,21.0,0.0,3.4,0,63,1,0.8114456267843239,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-10-02,20.0,0.0,2.0,0,64,1,0.7997404619776798,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-10-03,20.3,0.0,2.5,0,65,1,0.871139371917986,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2018,2018-10-06,25.5,4.5,7.1,0,66,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-03-29,16.0,0.0,2.0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-03-30,15.8,0.0,3.4,0,2,1,0.9698342376424909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-03-31,10.5,0.0,4.7,0,3,1,0.9426800736721589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-04-05,15.2,0.0,2.1,0,4,1,0.875728010353925,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-04-06,16.0,0.0,2.3,0,5,1,0.8712977251232018,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-04-07,16.4,6.0,2.6,0,6,0,0.9983573099706307,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-04-10,14.0,10.0,5.1,0,7,0,0.9158494698591269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2019,2019-04-11,12.4,0.0,4.2,0,8,1,0.9381751207128279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,2019-04-24,20.8,0.0,3.2,0,9,1,0.9446463238588282,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019,2019-04-25,17.7,0.5,2.8,0,10,0,0.9179650555030116,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-05-01,16.6,0.0,2.5,1,11,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019,2019-05-02,17.9,0.0,2.4,1,12,1,0.9888993976803225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-05-03,18.3,0.0,2.6,1,13,1,0.9827766439344915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-05-04,19.3,0.0,1.9,1,14,1,0.9739409627159141,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-05-05,20.7,0.0,2.1,1,15,1,0.9470108019314053,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-05-06,18.8,0.0,3.5,1,16,1,0.9760565483597989,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-05-10,19.7,0.0,2.3,0,17,1,0.8584050973169396,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-05-11,20.5,0.0,2.2,0,18,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-05-12,20.3,0.0,2.3,0,19,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-05-15,24.1,0.0,2.4,0,20,1,0.9723231619294141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019,2019-05-16,23.7,0.0,2.7,0,21,1,0.9528099955199363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-05-31,19.9,4.5,1.9,0,22,0,0.9776494599034298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-06-01,21.8,0.0,2.2,0,23,1,0.9131614316292498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-06-02,22.8,0.0,1.6,0,24,1,0.9493255015182438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-06-04,24.9,0.0,2.2,0,25,1,0.9096022698989497,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2019,2019-06-05,25.3,0.0,2.4,0,26,1,0.9314550251381353,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2019,2019-06-06,25.1,5.5,3.0,0,27,0,0.9020110508238339,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,2019-06-11,21.1,0.0,5.0,0,28,1,0.8567624072875704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2019,2019-06-12,21.2,0.0,4.3,0,29,1,0.8866046094877794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2019,2019-06-13,22.6,0.0,2.5,0,30,1,0.8609438000896013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,2019-06-14,22.6,8.0,2.5,0,31,0,0.9072875703121112,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,2019-06-15,20.2,37.5,4.5,0,32,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,2019-06-16,21.7,0.0,3.5,0,33,1,0.9894220717805764,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,2019-07-02,23.3,5.0,1.5,0,34,0,0.852008561899547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-07-03,23.3,8.5,1.5,0,35,0,0.8285877843595998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019,2019-07-04,24.6,0.5,2.5,0,36,0,0.855542834386978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-07-09,24.4,2.0,2.4,0,37,0,0.9202050873612425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-07-10,25.2,10.5,3.0,0,38,0,0.9471601373886206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019,2019-07-15,24.7,0.0,3.6,1,39,1,0.9514410871621285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,2019-07-16,25.2,0.0,2.5,0,40,1,0.9140823336154115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2019,2019-07-23,28.4,0.5,2.1,0,41,0,0.9754094280451988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-07-24,29.5,0.0,2.5,0,42,1,0.991313654238638,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2019,2019-07-25,29.6,0.0,2.3,0,43,1,0.974339190601822,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-07-26,29.7,0.0,2.8,0,44,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-07-27,29.9,0.0,2.2,0,45,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-07-28,30.4,0.0,2.4,0,46,1,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-08-10,30.9,0.0,2.6,0,47,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,2019-08-11,31.4,0.0,2.9,1,48,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,2019-08-12,31.4,0.0,2.9,1,49,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,2019-08-17,28.6,0.0,2.5,0,50,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-08-18,27.7,0.0,1.5,0,51,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-08-21,29.2,0.5,2.2,0,52,0,0.9844442232067301,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2019,2019-08-22,29.1,5.0,3.0,0,53,0,0.9530837771914978,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-09-03,27.5,0.5,2.4,0,54,0,0.883568121857733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-09-04,27.2,0.0,2.0,0,55,1,0.909527602170342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019,2019-09-05,28.4,1.0,2.2,0,56,0,0.8911593409328489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,2019-09-06,29.8,0.0,3.2,0,57,1,0.9338443924535815,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-09-07,29.3,0.0,4.2,0,58,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-09-08,28.9,0.5,2.6,0,59,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-09-09,30.0,0.0,2.3,0,60,1,0.9527602170341978,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,2019-09-18,25.5,0.0,4.2,0,61,1,0.9474836975459207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019,2019-09-19,24.0,0.0,4.4,0,62,1,0.9418587286574742,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-09-20,19.9,7.0,2.2,0,63,0,0.9400169246851511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,2019-09-21,22.5,0.0,2.2,0,64,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,2023-03-31,17.8,0.0,2.2,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-04-01,17.3,0.0,3.0,0,2,1,0.9318306624731666,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-04-02,15.9,0.0,4.5,0,3,1,0.9609854725175977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-04-11,19.1,0.0,3.2,0,4,1,0.8890968998053018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023,2023-04-12,16.5,15.5,3.3,0,5,0,0.8663571464230443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2023,2023-04-26,15.4,4.0,3.9,0,6,0,0.8701013429184764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023,2023-04-27,16.3,0.0,2.5,0,7,1,0.8761919025510458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,2023-05-02,17.7,0.0,2.5,0,8,1,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-05-03,19.7,0.0,2.4,1,9,1,0.9985023214018272,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2023,2023-05-04,20.2,3.5,2.7,1,10,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-05-10,18.0,0.0,2.4,0,11,1,0.8787379561679397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2023,2023-05-11,19.1,0.0,2.2,0,12,1,0.7678598172832111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,2023-05-19,19.1,18.5,3.9,0,13,0,0.9987768958114922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,2023-05-20,19.8,0.0,4.6,0,14,1,0.9979032499625581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,2023-05-21,20.8,0.0,2.4,0,15,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,2023-05-27,24.1,0.0,2.2,0,16,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-05-28,25.2,0.0,2.4,0,17,1,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-05-30,21.3,58.0,2.4,0,18,0,0.8434676251809695,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023,2023-05-31,21.7,23.5,2.3,0,19,0,0.8597174379711447,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023,2023-06-01,23.9,9.0,2.1,0,20,0,0.8144875443063252,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,2023-06-06,19.4,22.0,2.0,0,21,0,0.7994358743946882,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2023,2023-06-07,22.7,0.0,2.4,0,22,1,0.8221257051570067,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2023,2023-06-08,20.3,14.5,2.3,0,23,0,0.82359842244521,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,2023-06-09,22.3,0.0,2.1,0,24,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,2023-06-10,23.3,0.5,2.3,0,25,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,2023-06-11,24.4,0.5,2.2,0,26,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,2023-06-23,24.6,0.0,2.8,0,27,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-06-24,24.1,0.0,2.4,0,28,1,0.9814287853826569,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-06-25,24.7,27.0,2.2,0,29,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-06-28,28.5,1.0,2.5,0,30,0,0.8574459587639159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2023,2023-06-29,28.6,2.0,2.9,0,31,0,0.9025260845689181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,2023-07-04,26.8,1.5,2.1,0,32,0,0.8379511756776996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023,2023-07-05,27.9,10.0,3.0,0,33,0,0.8595177474913883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2023,2023-07-06,27.0,0.0,2.5,0,34,1,0.8375268334082172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,2023-07-13,30.3,0.0,3.1,0,35,1,0.9684988268184315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,2023-07-15,30.7,0.0,3.8,0,36,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-07-16,31.3,0.0,3.4,0,37,1,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-07-17,30.5,0.0,2.8,1,38,1,0.9707453447156906,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-07-28,30.0,0.0,2.4,0,39,1,0.9922370325994708,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-07-29,30.2,6.0,2.3,0,40,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-07-30,30.2,0.0,2.2,0,41,1,0.9862712795167491,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-08-08,30.5,0.0,5.3,0,42,1,0.8787129948579702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2023,2023-08-10,28.6,31.5,6.2,0,43,0,0.9478807847835854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,2023-08-11,29.4,0.0,2.7,1,44,1,0.8487594228945134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,2023-08-12,28.9,0.0,2.6,0,45,1,0.8920173730717388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,2023-08-13,28.2,0.0,3.0,0,46,1,0.9597374070191204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,2023-08-18,29.1,0.0,2.3,0,47,1,0.8673306375118566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,2023-08-19,30.1,0.0,3.0,0,48,1,0.8998552244021766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,2023-08-20,30.1,0.0,2.3,0,49,1,0.8737456941740303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,2023-08-30,29.3,7.0,2.2,0,50,0,0.933353302381309,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2023,2023-08-31,28.9,0.0,3.4,0,51,1,0.8690529678997554,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,2023-09-05,26.7,30.0,4.2,0,52,0,0.8997553791622984,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023,2023-09-06,26.7,0.5,4.9,0,53,0,0.8763666317208327,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023,2023-09-07,27.2,0.0,4.8,0,54,1,0.9210224152563526,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
